n_samples,trial,mode,region,rel_err,neg_frac,rel_los,rel_trv,rel_R,rel_z,rel_phi
50,2,LOS+rho,gc15,0.17578083276748657,0.029296875,0.08916148543357849,0.1375320553779602,0.10112959146499634,0.10116827487945557,0.059959776699543
50,2,LOS+Sun+rho,gc15,0.1839052438735962,0.021484375,0.08988400548696518,0.14566662907600403,0.09987425804138184,0.10993210226297379,0.06364896893501282
100,0,3D,sun4,0.024039052426815033,0.0078125,0.01022513210773468,0.020117610692977905,0.015883753076195717,0.015424148179590702,0.0018916658591479063
100,0,LOS,sun4,0.0653248205780983,0.033203125,0.012868833728134632,0.06167912110686302,0.010129956528544426,0.061458736658096313,0.008181579411029816
100,0,LOS+Sun,sun4,0.06598415970802307,0.0234375,0.011999337933957577,0.06255128234624863,0.009611055254936218,0.06229255720973015,0.007738834246993065
100,0,LOS+rho,sun4,0.050877753645181656,0.0,0.009564876556396484,0.048376888036727905,0.00590460654348135,0.04877052083611488,0.005622184369713068
100,0,LOS+Sun+rho,sun4,0.05468183755874634,0.0,0.009264394640922546,0.05226585268974304,0.006471338681876659,0.05242516100406647,0.005672475788742304
100,0,3D,sun15,0.28839537501335144,0.10546875,0.16598659753799438,0.19556976854801178,0.16264589130878448,0.175758495926857,0.06391903758049011
100,0,LOS,sun15,0.283539354801178,0.171875,0.1676637977361679,0.18928293883800507,0.16289377212524414,0.16276535391807556,0.07489872723817825
100,0,LOS+Sun,sun15,0.30153778195381165,0.173828125,0.17950895428657532,0.2022288739681244,0.1681768298149109,0.16611312329769135,0.09704568982124329
100,0,LOS+rho,sun15,0.32243019342422485,0.060546875,0.19277331233024597,0.21900898218154907,0.1754544973373413,0.167220801115036,0.1144992932677269
100,0,LOS+Sun+rho,sun15,0.308448851108551,0.048828125,0.18321943283081055,0.2098413109779358,0.16869577765464783,0.165673166513443,0.10206091403961182
100,0,3D,gc15,0.20323948562145233,0.0625,0.08419672399759293,0.17097409069538116,0.09012186527252197,0.1409359574317932,0.06817862391471863
100,0,LOS,gc15,0.20764276385307312,0.099609375,0.09559150040149689,0.16946381330490112,0.09477072954177856,0.1323208212852478,0.07990875840187073
100,0,LOS+Sun,gc15,0.22679071128368378,0.109375,0.10370467603206635,0.1864302158355713,0.09849036484956741,0.13795465230941772,0.10318175703287125
100,0,LOS+rho,gc15,0.2300076186656952,0.05078125,0.10740766674280167,0.1875075101852417,0.09379305690526962,0.13660797476768494,0.11086719483137131
100,0,LOS+Sun+rho,gc15,0.2186029702425003,0.05078125,0.10031835734844208,0.17950667440891266,0.08979102969169617,0.13592836260795593,0.09758684039115906
100,1,3D,sun4,0.02338586188852787,0.001953125,0.010839876718819141,0.01909516006708145,0.018584564328193665,0.011870274320244789,0.002079994883388281
100,1,LOS,sun4,0.049725063145160675,0.033203125,0.009835184551775455,0.046582337468862534,0.007420565001666546,0.046280212700366974,0.006167555693536997
100,1,LOS+Sun,sun4,0.04756078124046326,0.021484375,0.010457230731844902,0.0444825142621994,0.006991899572312832,0.044311728328466415,0.006354314275085926
100,1,LOS+rho,sun4,0.04825213924050331,0.0,0.012792631983757019,0.04476889222860336,0.015590598806738853,0.04285713657736778,0.005108330398797989
100,1,LOS+Sun+rho,sun4,0.03545444458723068,0.001953125,0.006324181333184242,0.03359215334057808,0.004993952810764313,0.03324545919895172,0.0038778260350227356
